{-4.9799, 3.0981, 5.8275}
|Stopped!{-4.9799, 3.0981, 5.8275}
|{-0.6525, -0.0996, -0.5403}
{-4.5753, 2.4205, 6.4643}
|{-0.6525, -0.0996, -0.5403}
{-4.5753, 2.4205, 6.4643}
|{-1.0595, -0.2658, -0.3624}
{-3.0933, 1.2641, 7.2808}
|{-1.0595, -0.2658, -0.3624}
{-3.0933, 1.2641, 7.2808}
|{-1.1394, -0.1923, -0.2239}
{-3.6105, 0.8021, 6.2177}
|{-1.1394, -0.1923, -0.2239}
{-3.6105, 0.8021, 6.2177}
|{-0.7814, 0.1614, -0.5392}
{-4.9201, 1.3815, 5.0925}
|{-0.7814, 0.1614, -0.5392}
{-4.9201, 1.3815, 5.0925}
|{-0.4661, 0.6205, -0.9589}
{-5.6623, 0.8595, 5.873}
|{-0.4661, 0.6205, -0.9589}
{-5.6623, 0.8595, 5.873}
|{-0.5993, 0.776, -0.9312}
{-3.9433, 0.7733, 7.3071}
|{-0.5993, 0.776, -0.9312}
{-3.9433, 0.7733, 7.3071}
|{-0.9189, 0.4831, -0.5691}
{-3.565, 1.2713, 8.2648}
|{-0.9189, 0.4831, -0.5691}
{-3.565, 1.2713, 8.2648}
|{-1.0041, 0.1699, -0.5147}
{-4.1156, 1.4557, 8.8107}
|{-1.0041, 0.1699, -0.5147}
{-4.1156, 1.4557, 8.8107}
|{-0.9316, 0.1944, -0.8098}
{-6.6798, 1.6807, 10.7931}
|{-0.9316, 0.1944, -0.8098}
{-6.6798, 1.6807, 10.7931}
|{-0.9029, 0.2061, -0.9877}
{-6.3758, 1.7238, 12.6198}
|{-0.9029, 0.2061, -0.9877}
{-6.3758, 1.7238, 12.6198}
|{-0.9593, 0.5843, -0.5318}
{-5.1763, 0.2634, 14.3652}
|{-0.9593, 0.5843, -0.5318}
{-5.1763, 0.2634, 14.3652}
|{-0.6909, 0.7281, 0.2054}
{-4.1468, -0.7159, 14.2072}
|{-0.6909, 0.7281, 0.2054}
{-4.1468, -0.7159, 14.2072}
|{0.1155, 0.2508, 0.5463}
{-3.948, -0.2729, 11.4994}
|{0.1155, 0.2508, 0.5463}
{-3.948, -0.2729, 11.4994}
|{1.1083, -0.4469, 0.2182}
{-3.1723, -1.0989, 7.5058}
|{1.1083, -0.4469, 0.2182}
{-3.1723, -1.0989, 7.5058}
|{1.1009, -0.0453, -0.8194}
{-3.6105, -0.9577, 8.6981}
|{1.1009, -0.0453, -0.8194}
{-3.6105, -0.9577, 8.6981}
|{0.5512, 0.074, -1.5811}
{-3.4907, -2.7653, 6.462}
|{0.5512, 0.074, -1.5811}
{-3.4907, -2.7653, 6.462}
|{0.7749, 0.3936, -2.0157}
{-3.0502, -2.4277, 2.7126}
|{0.7749, 0.3936, -2.0157}
{-3.0502, -2.4277, 2.7126}
|{1.3406, 1.2064, -2.3193}
{-3.4261, -2.9928, 0.7135}
|{1.3406, 1.2064, -2.3193}
{-3.4261, -2.9928, 0.7135}
|{1.4279, 2.2695, -2.5739}
{-3.8882, -3.3543, 0.4262}
|{1.4279, 2.2695, -2.5739}
{-3.8882, -3.3543, 0.4262}
|{1.0583, 3.1111, -2.7955}
{-4.2952, -4.3646, 0.6416}
|{1.0583, 3.1111, -2.7955}
{-4.2952, -4.3646, 0.6416}
|{0.5139, 3.5223, -2.9702}
{-4.9416, -5.1739, 1.2354}
|{0.5139, 3.5223, -2.9702}
{-4.9416, -5.1739, 1.2354}
|{-0.0997, 3.5223, -3.1608}
{-4.8267, -6.1914, 2.5738}
|{-0.0997, 3.5223, -3.1608}
{-4.8267, -6.1914, 2.5738}
|{-0.741, 3.3369, -3.261}
{-5.1499, -6.8785, 4.5753}
|{-0.741, 3.3369, -3.261}
{-5.1499, -6.8785, 4.5753}
|{-1.247, 3.0205, -3.2674}
{-5.363, -7.683, 5.1404}
|{-1.247, 3.0205, -3.2674}
{-5.363, -7.683, 5.1404}
|{-1.4994, 2.5891, -3.2503}
{-5.9927, -8.2073, 5.454}
|{-1.4994, 2.5891, -3.2503}
{-5.9927, -8.2073, 5.454}
|{-1.7785, 2.0128, -3.2471}
{-6.3015, -8.5641, 5.2744}
|{-1.7785, 2.0128, -3.2471}
{-6.3015, -8.5641, 5.2744}
|{-2.2078, 1.3076, -3.2578}
{-5.6216, -9.5433, 5.9113}
|{-2.2078, 1.3076, -3.2578}
{-5.6216, -9.5433, 5.9113}
|{-2.9034, 0.4735, -3.3473}
{-3.9313, -12.481, 10.8697}
|{-2.9034, 0.4735, -3.3473}
{-3.9313, -12.481, 10.8697}
|{-3.7216, -0.122, -3.6104}
{-5.2601, -14.1521, 12.5935}
|{-3.7216, -0.122, -3.6104}
{-5.2601, -14.1521, 12.5935}
|{-3.8419, -0.1337, -4.3635}
{-9.6271, -11.7388, 10.2424}
|{-3.8419, -0.1337, -4.3635}
{-9.6271, -11.7388, 10.2424}
|{-3.2465, -0.073, -5.3457}
{-12.2631, -9.675, 9.7731}
|{-3.2465, -0.073, -5.3457}
{-12.2631, -9.675, 9.7731}
|{-2.7948, -0.5076, -5.4501}
{-11.1306, -10.8218, 9.2727}
|{-2.7948, -0.5076, -5.4501}
{-11.1306, -10.8218, 9.2727}
|{-2.6254, -1.6837, -4.5744}
{-10.4483, -12.2344, 11.0277}
|{-2.6254, -1.6837, -4.5744}
{-10.4483, -12.2344, 11.0277}
|{-2.6286, -2.7958, -3.6189}
{-9.1506, -12.5863, 10.9439}
|{-2.6286, -2.7958, -3.6189}
{-9.1506, -12.5863, 10.9439}
|{-2.0438, -3.4478, -2.8977}
{-8.9064, -12.3158, 8.3127}
|{-2.0438, -3.4478, -2.8977}
{-8.9064, -12.3158, 8.3127}
|{-1.0424, -3.9506, -2.3385}
{-11.3605, -12.7443, 10.5728}
|{-1.0424, -3.9506, -2.3385}
{-11.3605, -12.7443, 10.5728}
|{-0.8059, -4.1892, -1.9443}
{-12.1649, -12.5983, 12.074}
|{-0.8059, -4.1892, -1.9443}
{-12.1649, -12.5983, 12.074}
|{-0.5194, -4.0805, -1.2561}
{-11.1737, -13.0053, 11.6813}
|{-0.5194, -4.0805, -1.2561}
{-11.1737, -13.0053, 11.6813}
|{0.2391, -4.0635, -0.4625}
{-8.4515, -12.821, 9.5912}
|{0.2391, -4.0635, -0.4625}
{-8.4515, -12.821, 9.5912}
|{0.9315, -4.3586, 0.1148}
{-8.8585, -8.5736, -5.0853}
|{0.9315, -4.3586, 0.1148}
{-8.8585, -8.5736, -5.0853}
|{1.1552, -4.7271, 0.2075}
{-7.2616, -8.5186, 0.7087}
|{1.1552, -4.7271, 0.2075}
{-7.2616, -8.5186, 0.7087}
|{-0.8219, -3.6949, 0.0872}
{-6.0358, -8.9663, 2.5929}
|{-0.8219, -3.6949, 0.0872}
{-6.0358, -8.9663, 2.5929}
|{-1.9085, -1.5399, -0.1376}
{-5.1643, -9.0788, 2.8898}
|{-1.9085, -1.5399, -0.1376}
{-5.1643, -9.0788, 2.8898}
|{-0.8603, -0.9529, -0.0822}
{-1.9704, -8.9591, 1.4437}
|{-0.8603, -0.9529, -0.0822}
{-1.9704, -8.9591, 1.4437}
|{0.3552, -0.6003, 0.2491}
{-1.81, -7.7883, 2.1931}
|{0.3552, -0.6003, 0.2491}
{-1.81, -7.7883, 2.1931}
|{1.0146, -0.4746, 0.0307}
{-1.0319, -7.118, 4.3191}
|{1.0146, -0.4746, 0.0307}
{-1.0319, -7.118, 4.3191}
|{1.1904, -0.4288, -0.5616}
{-2.1715, -8.2361, 4.6232}
|{1.1904, -0.4288, -0.5616}
{-2.1715, -8.2361, 4.6232}
|{1.2372, -0.3787, -0.6181}
{-1.0319, -7.4531, 4.3814}
|{1.2372, -0.3787, -0.6181}
{-1.0319, -7.4531, 4.3814}
|{1.282, -0.2413, -0.5701}
{-0.6512, -6.2106, 2.6743}
|{1.282, -0.2413, -0.5701}
{-0.6512, -6.2106, 2.6743}
|{1.2447, -0.1177, -0.6223}
{-0.759, -5.2002, 2.5977}
|{1.2447, -0.1177, -0.6223}
{-0.759, -5.2002, 2.5977}
|{0.9315, -0.4054, -0.7491}
{-0.9337, -6.9791, 3.6655}
|{0.9315, -0.4054, -0.7491}
{-0.9337, -6.9791, 3.6655}
|{0.776, -0.5481, -0.6809}
{-1.5371, -6.213, 2.2505}
|{0.776, -0.5481, -0.6809}
{-1.5371, -6.213, 2.2505}
|{0.8154, -0.5694, -0.4082}
{0.5291, -6.0501, -3.3615}
|{0.8154, -0.5694, -0.4082}
{0.5291, -6.0501, -3.3615}
|{1.0476, -0.3489, -0.2239}
{-0.4405, -5.9807, 2.727}
|{1.0476, -0.3489, -0.2239}
{-0.4405, -5.9807, 2.727}
|{-0.317, -0.3713, -0.3794}
{0.4166, -4.6471, 2.8754}
|{-0.317, -0.3713, -0.3794}
{0.4166, -4.6471, 2.8754}
|{-0.8794, -0.0538, -0.1472}
{0.4429, -4.7908, 2.296}
|{-0.8794, -0.0538, -0.1472}
{0.4429, -4.7908, 2.296}
|{-0.513, 0.5385, 0.493}
{-0.091, -5.0159, 2.9521}
|{-0.513, 0.5385, 0.493}
{-0.091, -5.0159, 2.9521}
|{-0.3724, 1.0658, 0.9724}
{-1.245, -4.707, 2.4541}
|{-0.3724, 1.0658, 0.9724}
{-1.245, -4.707, 2.4541}
|{-0.5002, 0.7217, 1.4081}
{-3.4668, -4.8387, 2.8587}
|{-0.5002, 0.7217, 1.4081}
{-3.4668, -4.8387, 2.8587}
|{-0.807, 0.4032, 1.8246}
{-1.7717, -8.7317, 4.1994}
|{-0.807, 0.4032, 1.8246}
{-1.7717, -8.7317, 4.1994}
|{-1.0275, 0.1646, 2.3775}
{0.3759, -12.6007, 4.3287}
|{-1.0275, 0.1646, 2.3775}
{0.3759, -12.6007, 4.3287}
|{-0.8198, 0.1752, 2.7365}
{0.0886, -10.9535, 2.8252}
|{-0.8198, 0.1752, 2.7365}
{0.0886, -10.9535, 2.8252}
|{-0.6078, 0.5076, 2.3828}
{-3.8738, -9.6319, 2.0806}
|{-0.6078, 0.5076, 2.3828}
{-3.8738, -9.6319, 2.0806}
|{-0.6664, 0.5214, 1.3644}
{-4.8219, -6.6487, 2.1668}
|{-0.6664, 0.5214, 1.3644}
{-4.8219, -6.6487, 2.1668}
|{-0.7356, 0.2189, 0.9436}
{-6.2106, -7.9535, 2.3391}
|{-0.7356, 0.2189, 0.9436}
{-6.2106, -7.9535, 2.3391}
|{-0.8198, 0.303, 1.3026}
{-2.8874, -11.4922, 5.4803}
|{-0.8198, 0.303, 1.3026}
{-2.8874, -11.4922, 5.4803}
|{-0.5034, 0.874, 2.2379}
{-3.304, -12.6653, 5.6551}
|{-0.5034, 0.874, 2.2379}
{-3.304, -12.6653, 5.6551}
|{-0.04, 1.8264, 2.3221}
{-4.4077, -9.1554, 3.7302}
|{-0.04, 1.8264, 2.3221}
{-4.4077, -9.1554, 3.7302}
|{0.4095, 1.673, 1.3932}
{-5.4109, -7.0773, 1.2282}
|{0.4095, 1.673, 1.3932}
{-5.4109, -7.0773, 1.2282}
|{0.5608, 1.0359, 0.8808}
{-4.6759, -7.4843, 1.1253}
|{0.5608, 1.0359, 0.8808}
{-4.6759, -7.4843, 1.1253}
|{0.0623, 0.5757, 0.8573}
{-3.0406, -8.7724, 1.8699}
|{0.0623, 0.5757, 0.8573}
{-3.0406, -8.7724, 1.8699}
|{-0.8539, 0.6908, 0.8435}
{-2.2745, -8.7388, 2.0063}
|{-0.8539, 0.6908, 0.8435}
{-2.2745, -8.7388, 2.0063}
|{-1.4803, 0.9955, 0.7338}
{-3.1125, -9.2153, 2.0566}
|{-1.4803, 0.9955, 0.7338}
{-3.1125, -9.2153, 2.0566}
|{-1.753, 1.1542, 0.5761}
{-4.525, -8.0469, 1.4341}
|{-1.753, 1.1542, 0.5761}
{-4.525, -8.0469, 1.4341}
|{-1.7359, 0.8176, 0.4696}
{-5.0853, -8.4803, 1.6017}
|{-1.7359, 0.8176, 0.4696}
{-5.0853, -8.4803, 1.6017}
|{-1.5133, 0.8399, 0.2725}
{-3.723, -8.3103, 0.431}
|{-1.5133, 0.8399, 0.2725}
{-3.723, -8.3103, 0.431}
|{-1.0446, 0.3616, 0.0115}
{-3.2992, -8.3558, 0.3328}
|{-1.0446, 0.3616, 0.0115}
{-3.2992, -8.3558, 0.3328}
|{-0.5034, -0.0687, -0.4167}
{-4.3598, -9.8306, 1.3408}
|{-0.5034, -0.0687, -0.4167}
{-4.3598, -9.8306, 1.3408}
|{-0.122, -0.154, -1.0207}
{-4.312, -8.7005, 0.3759}
|{-0.122, -0.154, -1.0207}
{-4.312, -8.7005, 0.3759}
|{0.1219, -0.073, -1.4117}
{-7.7572, -8.1666, 0.4693}
|{0.1219, -0.073, -1.4117}
