{-2.1883, 3.2178, 9.2823}
|Stopped!{-2.1883, 3.2178, 9.2823}
|{-0.0248, 0.0, -0.1007}
{-1.4102, 4.1803, 8.6718}
|{-0.0248, 0.0, -0.1007}
{-1.4102, 4.1803, 8.6718}
|{-0.1494, 0.474, 0.0804}
{-0.2729, 5.1044, 8.0517}
|{-0.1494, 0.474, 0.0804}
{-0.2729, 5.1044, 8.0517}
|{-0.0078, 0.3313, 0.352}
{-0.3615, 5.1667, 8.5665}
|{-0.0078, 0.3313, 0.352}
{-0.3615, 5.1667, 8.5665}
|{0.1137, -0.0277, 0.2903}
{-0.4549, 4.5538, 8.2384}
|{0.1137, -0.0277, 0.2903}
{-0.4549, 4.5538, 8.2384}
|{0.1393, -0.0842, 0.1166}
{-0.3974, 4.7022, 7.7716}
|{0.1393, -0.0842, 0.1166}
{-0.3974, 4.7022, 7.7716}
|{0.1169, -0.0586, -6.0E-4}
{-0.6967, 4.9153, 8.0397}
|{0.1169, -0.0586, -6.0E-4}
{-0.6967, 4.9153, 8.0397}
|{0.0508, -0.1747, -0.0474}
{-1.0798, 4.8698, 8.4874}
|{0.0508, -0.1747, -0.0474}
{-1.0798, 4.8698, 8.4874}
|{0.0391, -0.375, -0.0602}
{-0.7135, 4.9344, 8.1666}
|{0.0391, -0.375, -0.0602}
{-0.7135, 4.9344, 8.1666}
|{0.0626, -0.4687, -0.0624}
{-0.565, 4.5801, 7.6327}
|{0.0626, -0.4687, -0.0624}
{-0.565, 4.5801, 7.6327}
|{0.0167, -0.4442, -0.0922}
{-0.1484, 3.9241, 9.0453}
|{0.0167, -0.4442, -0.0922}
{-0.1484, 3.9241, 9.0453}
|{-0.1984, -0.376, -0.1103}
{-0.6895, 4.6232, 10.3621}
|{-0.1984, -0.376, -0.1103}
{-0.6895, 4.6232, 10.3621}
|{-0.3742, -0.1726, -0.0091}
{-1.4341, 4.6878, 9.4284}
|{-0.3742, -0.1726, -0.0091}
{-1.4341, 4.6878, 9.4284}
|{-0.1867, 0.0586, 0.0612}
{-0.8188, 4.5203, 8.1882}
|{-0.1867, 0.0586, 0.0612}
{-0.8188, 4.5203, 8.1882}
|{0.038, 0.1822, 0.1305}
{-0.3089, 4.9464, 7.9511}
|{0.038, 0.1822, 0.1305}
{-0.3089, 4.9464, 7.9511}
|{0.103, 0.0437, 0.2423}
{0.431, 5.0015, 7.2065}
|{0.103, 0.0437, 0.2423}
{0.431, 5.0015, 7.2065}
|{0.0956, -0.1342, 0.1986}
{1.5155, 4.4915, 7.0437}
|{0.0956, -0.1342, 0.1986}
{1.5155, 4.4915, 7.0437}
|{-0.11, -0.1811, 0.0495}
{0.8811, 4.2808, 7.4172}
|{-0.11, -0.1811, 0.0495}
{0.8811, 4.2808, 7.4172}
|{-0.5873, 0.2876, -0.0869}
{-1.652, 3.7709, 8.1906}
|{-0.5873, 0.2876, -0.0869}
{-1.652, 3.7709, 8.1906}
|{-1.2243, 1.1388, -0.1902}
{-3.122, 3.1556, 11.3485}
|{-1.2243, 1.1388, -0.1902}
{-3.122, 3.1556, 11.3485}
|{-1.8698, 2.7367, -0.1508}
{-3.6344, -0.0407, 9.2129}
|{-1.8698, 2.7367, -0.1508}
{-3.6344, -0.0407, 9.2129}
|{-1.9263, 4.4059, -0.1753}
{-2.4157, -1.0654, 9.3901}
|{-1.9263, 4.4059, -0.1753}
{-2.4157, -1.0654, 9.3901}
|{-2.3236, 6.3138, 0.3137}
{6.8211, 4.719, -0.2658}
|{-2.3236, 6.3138, 0.3137}
{6.8211, 4.719, -0.2658}
|{-2.885, 7.3461, 0.8197}
{-0.5531, -3.2825, 6.2896}
|{-2.885, 7.3461, 0.8197}
{-0.5531, -3.2825, 6.2896}
|{-2.1521, 2.3745, 0.4405}
{2.1452, -4.1061, 6.8761}
|{-2.1521, 2.3745, 0.4405}
{2.1452, -4.1061, 6.8761}
|{-1.9977, 0.1023, 0.5502}
{8.8011, -4.8914, 3.6033}
|{-1.9977, 0.1023, 0.5502}
{8.8011, -4.8914, 3.6033}
|{-2.1596, -0.245, 0.8101}
{9.6774, -5.102, 11.2025}
|{-2.1596, -0.245, 0.8101}
{9.6774, -5.102, 11.2025}
|{-2.6613, -0.5135, 0.1518}
{5.0398, -7.604, 6.1292}
|{-2.6613, -0.5135, 0.1518}
{5.0398, -7.604, 6.1292}
|{-2.4973, 0.261, -1.2565}
{2.5331, -10.3765, -2.5929}
|{-2.4973, 0.261, -1.2565}
{2.5331, -10.3765, -2.5929}
|{-2.2267, 1.1942, -2.5956}
{-2.0542, -12.9933, -2.5426}
|{-2.2267, 1.1942, -2.5956}
{-2.0542, -12.9933, -2.5426}
|{-3.4752, 2.1156, -3.2113}
{-5.4396, -12.3325, 1.6855}
