{-0.4214, 3.7685, 7.7333}
|Stopped!{-0.4214, 3.7685, 7.7333}
|{0.158, 0.3413, 0.2958}
{0.1676, 3.9361, 7.6303}
|{0.158, 0.3413, 0.2958}
{0.1676, 3.9361, 7.6303}
|{0.0206, 0.2006, 0.3022}
{0.4381, 3.8954, 8.7532}
|{0.0206, 0.2006, 0.3022}
{0.4381, 3.8954, 8.7532}
|{-0.3608, 0.1058, 0.1403}
{-2.4062, 2.8754, 9.0716}
|{-0.3608, 0.1058, 0.1403}
{-2.4062, 2.8754, 9.0716}
|{-0.837, 0.3604, -0.0877}
{-1.3982, 1.6376, 10.1706}
|{-0.837, 0.3604, -0.0877}
{-1.3982, 1.6376, 10.1706}
|{-1.3408, 0.5543, -0.0802}
{-1.0918, 1.6137, 11.1809}
|{-1.3408, 0.5543, -0.0802}
{-1.0918, 1.6137, 11.1809}
|{-1.6402, 0.7791, 0.1169}
{-1.3695, 2.2098, 11.9399}
|{-1.6402, 0.7791, 0.1169}
{-1.3695, 2.2098, 11.9399}
|{-1.5784, 1.1519, 0.2681}
{-1.9968, 1.3623, 10.9223}
|{-1.5784, 1.1519, 0.2681}
{-1.9968, 1.3623, 10.9223}
|{-1.1512, 1.3511, 0.3949}
{-1.6592, 1.4892, 10.8481}
|{-1.1512, 1.3511, 0.3949}
{-1.6592, 1.4892, 10.8481}
|{-0.6239, 1.5407, 0.4897}
{-1.7047, 1.6496, 9.9335}
|{-0.6239, 1.5407, 0.4897}
{-1.7047, 1.6496, 9.9335}
|{-0.1595, 1.6366, 0.5195}
{-1.7382, 1.6592, 8.5234}
|{-0.1595, 1.6366, 0.5195}
{-1.7382, 1.6592, 8.5234}
|{0.2091, 1.6398, 0.608}
{-1.6688, 1.9537, 7.8673}
|{0.2091, 1.6398, 0.608}
{-1.6688, 1.9537, 7.8673}
|{0.4786, 1.3809, 0.7582}
{-1.0487, 2.7007, 7.6902}
|{0.4786, 1.3809, 0.7582}
{-1.0487, 2.7007, 7.6902}
|{0.6459, 0.8654, 0.869}
{-0.7111, 2.9066, 7.8195}
|{0.6459, 0.8654, 0.869}
{-0.7111, 2.9066, 7.8195}
|{0.6768, 0.2507, 0.8189}
{-0.6776, 2.6121, 7.9248}
|{0.6768, 0.2507, 0.8189}
{-0.6776, 2.6121, 7.9248}
|{0.5713, -0.1434, 0.6282}
{-0.9146, 2.1835, 7.7548}
|{0.5713, -0.1434, 0.6282}
{-0.9146, 2.1835, 7.7548}
|{0.3487, -0.2596, 0.4002}
{-1.1037, 1.8268, 7.6782}
|{0.3487, -0.2596, 0.4002}
{-1.1037, 1.8268, 7.6782}
|{0.0344, -0.2457, 0.266}
{-0.8284, 2.0853, 7.9655}
|{0.0344, -0.2457, 0.266}
{-0.8284, 2.0853, 7.9655}
|{-0.3118, -0.1072, 0.2554}
{-0.3735, 2.7509, 10.0317}
|{-0.3118, -0.1072, 0.2554}
{-0.3735, 2.7509, 10.0317}
|{-0.6367, -0.0231, 0.2543}
{0.7853, 3.2753, 9.9814}
|{-0.6367, -0.0231, 0.2543}
{0.7853, 3.2753, 9.9814}
|{-0.5344, 0.7216, 0.0018}
{-1.0391, 3.9409, 7.6543}
