{-2.1237, 2.0351, 9.9671}
|Stopped!{-2.1237, 2.0351, 9.9671}
|{-0.3244, 2.4687, 0.1191}
{-2.8132, 2.9928, 8.5377}
|{-0.3244, 2.4687, 0.1191}
{-2.8132, 2.9928, 8.5377}
|{-0.1156, 3.1537, 0.3439}
{-2.9832, 3.6847, 7.4939}
|{-0.1156, 3.1537, 0.3439}
{-2.9832, 3.6847, 7.4939}
|{0.0697, 2.604, 0.6017}
{-3.1603, 3.7637, 8.5832}
|{0.0697, 2.604, 0.6017}
{-3.1603, 3.7637, 8.5832}
|{0.1059, 1.2234, 0.7231}
{-2.6408, 2.7174, 8.3941}
|{0.1059, 1.2234, 0.7231}
{-2.6408, 2.7174, 8.3941}
|{0.0708, 0.7441, 0.7806}
{-1.3671, 3.4093, 8.0182}
|{0.0708, 0.7441, 0.7806}
{-1.3671, 3.4093, 8.0182}
|{-0.2147, 1.118, 0.9234}
{-0.3184, 4.2832, 8.6862}
|{-0.2147, 1.118, 0.9234}
{-0.3184, 4.2832, 8.6862}
|{-0.6227, 1.249, 0.8904}
{-1.5514, 3.8211, 8.7412}
|{-0.6227, 1.249, 0.8904}
{-1.5514, 3.8211, 8.7412}
|{-0.7463, 1.0349, 0.6773}
{-0.4429, 3.723, 11.9662}
|{-0.7463, 1.0349, 0.6773}
{-0.4429, 3.723, 11.9662}
|{-0.4938, 0.3797, 0.575}
{1.0391, 5.0326, 8.3486}
|{-0.4938, 0.3797, 0.575}
{1.0391, 5.0326, 8.3486}
|{0.1123, 0.3563, 0.4877}
{-0.9984, 4.4796, 6.6224}
|{0.1123, 0.3563, 0.4877}
{-0.9984, 4.4796, 6.6224}
|{0.2274, 0.123, 0.2768}
{-3.2657, 2.7294, 9.1267}
|{0.2274, 0.123, 0.2768}
{-3.2657, 2.7294, 9.1267}
|{-0.2563, -0.2243, 0.1969}
{-2.8994, 2.5259, 10.0389}
|{-0.2563, -0.2243, 0.1969}
{-2.8994, 2.5259, 10.0389}
|{-0.4011, -0.4831, 0.4238}
{-1.482, 2.3176, 9.7276}
|{-0.4011, -0.4831, 0.4238}
{-1.482, 2.3176, 9.7276}
|{-0.1753, -0.5865, 0.574}
{-1.4676, 3.1556, 7.9895}
|{-0.1753, -0.5865, 0.574}
{-1.4676, 3.1556, 7.9895}
|{0.1411, -0.1998, 0.4504}
{-1.7286, 3.2058, 7.3287}
|{0.1411, -0.1998, 0.4504}
{-1.7286, 3.2058, 7.3287}
|{0.124, -0.1561, 0.1649}
{-3.2753, 3.5362, 7.7931}
|{0.124, -0.1561, 0.1649}
{-3.2753, 3.5362, 7.7931}
|{-0.2168, -0.2328, -0.014}
{-1.5514, 3.9624, 8.576}
|{-0.2168, -0.2328, -0.014}
{-1.5514, 3.9624, 8.576}
|{-0.5226, -0.2498, 0.0893}
{-1.5682, 5.3079, 8.9878}
|{-0.5226, -0.2498, 0.0893}
{-1.5682, 5.3079, 8.9878}
|{-0.6994, -0.1018, 0.1319}
{-3.3351, 3.1005, 7.3502}
|{-0.6994, -0.1018, 0.1319}
{-3.3351, 3.1005, 7.3502}
|{-0.8315, -0.1934, 0.2842}
{-2.3607, 3.5099, 7.0868}
|{-0.8315, -0.1934, 0.2842}
{-2.3607, 3.5099, 7.0868}
|{-1.0307, -0.3329, 0.3812}
{-2.8347, 2.8683, 6.9336}
|{-1.0307, -0.3329, 0.3812}
{-2.8347, 2.8683, 6.9336}
|{-1.1223, -0.8986, 0.4547}
{-4.4748, 2.7174, 5.4779}
|{-1.1223, -0.8986, 0.4547}
{-4.4748, 2.7174, 5.4779}
|{-1.2896, -0.906, 0.2981}
{-4.695, 2.6025, 5.5929}
|{-1.2896, -0.906, 0.2981}
{-4.695, 2.6025, 5.5929}
|{-1.5655, -0.6834, 0.5463}
{-4.786, 1.0151, 6.0693}
|{-1.5655, -0.6834, 0.5463}
{-4.786, 1.0151, 6.0693}
|{-1.5676, -0.2807, 0.9713}
{-4.4221, 0.4549, 6.8378}
|{-1.5676, -0.2807, 0.9713}
{-4.4221, 0.4549, 6.8378}
|{-1.0808, 0.514, 0.8872}
{-3.9935, -0.5171, 7.2305}
|{-1.0808, 0.514, 0.8872}
{-3.9935, -0.5171, 7.2305}
|{-0.4714, 1.7326, 0.4717}
{-5.4372, -0.8116, 6.5027}
|{-0.4714, 1.7326, 0.4717}
{-5.4372, -0.8116, 6.5027}
|{0.0164, 2.6946, 0.3332}
{-3.8451, 0.1676, 4.0366}
|{0.0164, 2.6946, 0.3332}
{-3.8451, 0.1676, 4.0366}
|{0.3882, 3.0493, 0.6347}
{-4.1444, -0.4693, 4.4532}
|{0.3882, 3.0493, 0.6347}
{-4.1444, -0.4693, 4.4532}
|{0.5651, 3.029, 0.6603}
{-3.0454, -1.2689, 5.4229}
|{0.5651, 3.029, 0.6603}
{-3.0454, -1.2689, 5.4229}
|{0.6524, 3.2549, 0.3322}
{-3.5721, -2.0039, 1.5299}
|{0.6524, 3.2549, 0.3322}
{-3.5721, -2.0039, 1.5299}
|{0.8942, 3.9324, -0.0236}
{-5.0877, -1.2905, -0.3376}
|{0.8942, 3.9324, -0.0236}
{-5.0877, -1.2905, -0.3376}
|{0.613, 4.1934, -0.1014}
{-5.5474, -3.4716, 2.217}
|{0.613, 4.1934, -0.1014}
{-5.5474, -3.4716, 2.217}
|{-0.7527, 3.7641, -0.2591}
{-5.4875, -6.8714, 7.7859}
|{-0.7527, 3.7641, -0.2591}
{-5.4875, -6.8714, 7.7859}
|{-2.4699, 3.3699, -0.7661}
{-4.3, -8.3534, 10.6781}
|{-2.4699, 3.3699, -0.7661}
{-4.3, -8.3534, 10.6781}
|{-3.402, 2.6519, -1.449}
{-4.7022, -8.6479, 8.7077}
|{-3.402, 2.6519, -1.449}
{-4.7022, -8.6479, 8.7077}
|{-3.0174, 2.4559, -1.9113}
{-4.9033, -9.3063, 6.0597}
|{-3.0174, 2.4559, -1.9113}
{-4.9033, -9.3063, 6.0597}
