{-1.9609, 2.8874, 9.6941}
|Stopped!{-1.9609, 2.8874, 9.6941}
|{0.4085, -0.0528, 0.5697}
{-2.7414, 3.292, 8.6694}
|{0.4085, -0.0528, 0.5697}
{-2.7414, 3.292, 8.6694}
|{0.5864, 0.0143, -0.0897}
{-5.9592, 1.9441, 4.9823}
|{0.5864, 0.0143, -0.0897}
{-5.9592, 1.9441, 4.9823}
|{0.6204, 0.5459, -1.4223}
{-6.7493, -10.3908, 3.7517}
|{0.6204, 0.5459, -1.4223}
{-6.7493, -10.3908, 3.7517}
|{-5.0478, 3.4583, -2.0008}
{-13.3716, -3.2226, 14.0659}
|{-5.0478, 3.4583, -2.0008}
{-13.3716, -3.2226, 14.0659}
|{-0.1497, -4.1689, -2.2064}
{-6.2034, -11.1785, 6.5745}
|{-0.1497, -4.1689, -2.2064}
{-6.2034, -11.1785, 6.5745}
|{0.2764, 0.2753, -0.2868}
{-2.0542, -5.612, -0.7709}
|{0.2764, 0.2753, -0.2868}
{-2.0542, -5.612, -0.7709}
|{0.3062, -0.481, -0.5808}
{-2.5977, -6.3686, 3.6751}
|{0.3062, -0.481, -0.5808}
{-2.5977, -6.3686, 3.6751}
|{-0.5492, 1.4045, 0.8957}
{-5.9783, -8.4348, 5.703}
|{-0.5492, 1.4045, 0.8957}
{-5.9783, -8.4348, 5.703}
|{-1.394, -0.2168, 0.1223}
{-4.4819, -10.5584, -0.917}
|{-1.394, -0.2168, 0.1223}
{-4.4819, -10.5584, -0.917}
|{0.1496, 0.2903, -2.1126}
{-1.1779, -5.4348, 0.1437}
|{0.1496, 0.2903, -2.1126}
{-1.1779, -5.4348, 0.1437}
|{0.1283, -0.4895, -0.8428}
{0.4717, -10.5058, 0.1604}
|{0.1283, -0.4895, -0.8428}
{0.4717, -10.5058, 0.1604}
|{-0.4714, -0.2562, 0.0946}
{0.0694, -8.0397, 0.7566}
|{-0.4714, -0.2562, 0.0946}
{0.0694, -8.0397, 0.7566}
|{-0.0027, -0.1912, 0.0158}
{-0.3232, -9.2799, 0.9697}
|{-0.0027, -0.1912, 0.0158}
{-0.3232, -9.2799, 0.9697}
|{0.3967, 0.057, 0.2395}
{-0.1604, -9.4188, 2.1596}
|{0.3967, 0.057, 0.2395}
{-0.1604, -9.4188, 2.1596}
|{0.0814, 0.2018, 0.0211}
{-1.1061, -9.2344, 1.9944}
|{0.0814, 0.2018, 0.0211}
{-1.1061, -9.2344, 1.9944}
|{-0.171, 0.1081, -0.4061}
{1.9345, -13.5536, -0.929}
|{-0.171, 0.1081, -0.4061}
{1.9345, -13.5536, -0.929}
|{-0.7985, 0.0996, -0.6394}
{2.0375, -10.0126, 0.0479}
|{-0.7985, 0.0996, -0.6394}
{2.0375, -10.0126, 0.0479}
|{0.1613, -0.9028, 0.1095}
{1.7717, -8.7293, 1.0175}
|{0.1613, -0.9028, 0.1095}
{1.7717, -8.7293, 1.0175}
|{-0.1071, -0.6237, -0.1334}
{0.8691, -8.7628, 3.8355}
|{-0.1071, -0.6237, -0.1334}
{0.8691, -8.7628, 3.8355}
|{-0.1668, -0.3233, 0.0488}
{1.6544, -9.7205, -1.6065}
|{-0.1668, -0.3233, 0.0488}
{1.6544, -9.7205, -1.6065}
|{0.7323, 1.837, 0.7157}
{2.2936, -8.3342, 1.6185}
|{0.7323, 1.837, 0.7157}
{2.2936, -8.3342, 1.6185}
|{0.0836, 0.9475, 0.428}
{-3.2465, -12.7611, 2.4038}
|{0.0836, 0.9475, 0.428}
{-3.2465, -12.7611, 2.4038}
|{0.1294, 0.2306, -0.2324}
{2.1428, -5.9735, 2.0255}
|{0.1294, 0.2306, -0.2324}
{2.1428, -5.9735, 2.0255}
|{0.0015, -0.2978, -0.1057}
{1.6712, -8.2193, 0.0862}
|{0.0015, -0.2978, -0.1057}
{1.6712, -8.2193, 0.0862}
|{0.1123, -1.2288, -0.1366}
{1.4174, -9.3015, 1.8747}
|{0.1123, -1.2288, -0.1366}
{1.4174, -9.3015, 1.8747}
|{-0.5876, -0.0474, -0.4774}
{2.4612, -10.4555, 0.2035}
|{-0.5876, -0.0474, -0.4774}
{2.4612, -10.4555, 0.2035}
|{0.4702, 0.3978, 0.8925}
{2.0303, -7.2903, 1.4317}
|{0.4702, 0.3978, 0.8925}
{2.0303, -7.2903, 1.4317}
|{0.1539, 1.0839, 0.8094}
{-3.3351, -12.0548, 5.126}
|{0.1539, 1.0839, 0.8094}
{-3.3351, -12.0548, 5.126}
|{-0.1476, -0.3436, -0.5041}
{1.2929, -7.7668, 2.1931}
|{-0.1476, -0.3436, -0.5041}
{1.2929, -7.7668, 2.1931}
|{-0.2339, -0.1465, 0.1894}
{2.3224, -8.5497, 0.5267}
|{-0.2339, -0.1465, 0.1894}
{2.3224, -8.5497, 0.5267}
|{0.14, -1.4323, -0.2239}
{0.0622, -8.2384, 1.154}
|{0.14, -1.4323, -0.2239}
{0.0622, -8.2384, 1.154}
|{-0.7037, -0.1529, -0.2814}
{6.3159, -15.5863, -0.1413}
|{-0.7037, -0.1529, -0.2814}
{6.3159, -15.5863, -0.1413}
|{1.0892, 1.6122, 1.4315}
{3.9193, -8.4898, 0.1149}
|{1.0892, 1.6122, 1.4315}
{3.9193, -8.4898, 0.1149}
|{0.5214, 0.646, 0.3705}
{-3.4046, -13.1202, 4.9895}
|{0.5214, 0.646, 0.3705}
{-3.4046, -13.1202, 4.9895}
|{0.7568, 0.2626, 0.2704}
{4.1827, -8.5569, -1.8962}
|{0.7568, 0.2626, 0.2704}
{4.1827, -8.5569, -1.8962}
|{-0.7633, -0.8187, -0.2772}
{2.4828, -11.3844, 1.0247}
|{-0.7633, -0.8187, -0.2772}
{2.4828, -11.3844, 1.0247}
|{0.1581, -1.2075, -0.3826}
{1.0463, -9.5026, 2.332}
|{0.1581, -1.2075, -0.3826}
{1.0463, -9.5026, 2.332}
|{-0.3649, 0.0048, 0.0147}
{5.8059, -14.9781, -4.8243}
