{-4.9129, 2.8132, 6.0813}
|Stopped!{-4.9129, 2.8132, 6.0813}
|{0.918, 2.3295, 0.6703}
{-3.0742, 1.8028, 7.1251}
|{0.918, 2.3295, 0.6703}
{-3.0742, 1.8028, 7.1251}
|{0.0253, 2.9857, 0.7055}
{-2.2003, 1.8411, 2.8563}
|{0.0253, 2.9857, 0.7055}
{-2.2003, 1.8411, 2.8563}
|{-0.6703, 2.451, 1.0698}
{1.8747, 3.067, 4.2306}
|{-0.6703, 2.451, 1.0698}
{1.8747, 3.067, 4.2306}
|{-1.6813, -1.0559, 1.3532}
{2.3894, 3.1627, 11.2551}
|{-1.6813, -1.0559, 1.3532}
{2.3894, 3.1627, 11.2551}
|{-1.9966, -3.9108, 0.6128}
{-2.5618, 2.2889, 8.825}
|{-1.9966, -3.9108, 0.6128}
{-2.5618, 2.2889, 8.825}
|{-2.5697, -2.412, -0.1265}
{0.1101, 0.8882, 11.9231}
|{-2.5697, -2.412, -0.1265}
{0.1101, 0.8882, 11.9231}
|{-2.2395, 0.3481, -0.2778}
{-1.7502, 0.8308, 12.8162}
|{-2.2395, 0.3481, -0.2778}
{-1.7502, 0.8308, 12.8162}
|{-1.0496, 1.5231, -0.4525}
{-4.1372, 0.7661, 12.4834}
|{-1.0496, 1.5231, -0.4525}
{-4.1372, 0.7661, 12.4834}
|{0.5281, 1.782, -0.1585}
{-4.3527, 0.261, 8.4132}
|{0.5281, 1.782, -0.1585}
{-4.3527, 0.261, 8.4132}
|{1.5316, 1.5988, 0.3827}
{-2.4995, 1.5993, 6.5194}
|{1.5316, 1.5988, 0.3827}
{-2.4995, 1.5993, 6.5194}
|{1.5561, 1.5753, 0.6341}
{-3.1843, 1.4198, 5.7341}
|{1.5561, 1.5753, 0.6341}
{-3.1843, 1.4198, 5.7341}
|{1.1651, 1.4283, 0.8013}
{-3.9576, 1.0223, 5.4708}
|{1.1651, 1.4283, 0.8013}
{-3.9576, 1.0223, 5.4708}
|{0.592, 1.6925, 0.6916}
{-1.4341, 2.2936, 7.4412}
|{0.592, 1.6925, 0.6916}
{-1.4341, 2.2936, 7.4412}
|{-0.1079, 2.1367, 0.567}
{-2.5546, 3.0598, 8.6215}
|{-0.1079, 2.1367, 0.567}
{-2.5546, 3.0598, 8.6215}
|{-0.5947, 1.5317, 0.2676}
{-2.6097, 1.245, 10.5704}
|{-0.5947, 1.5317, 0.2676}
{-2.6097, 1.245, 10.5704}
|{-0.7076, 0.3726, 0.0173}
{-3.486, 1.4078, 9.3757}
|{-0.7076, 0.3726, 0.0173}
{-3.486, 1.4078, 9.3757}
|{-0.2474, 0.0541, -0.1851}
{-5.1715, 1.0247, 6.7109}
|{-0.2474, 0.0541, -0.1851}
{-5.1715, 1.0247, 6.7109}
|{0.4418, 0.3141, -0.266}
{-4.5969, 0.146, 7.7955}
|{0.4418, 0.3141, -0.266}
{-4.5969, 0.146, 7.7955}
|{0.9638, 1.3324, -0.0636}
{-1.9992, -0.7997, 8.5234}
|{0.9638, 1.3324, -0.0636}
{-1.9992, -0.7997, 8.5234}
|{1.7137, 3.0571, 0.2154}
{0.4693, -2.976, 6.6774}
|{1.7137, 3.0571, 0.2154}
{0.4693, -2.976, 6.6774}
|{2.8749, 4.6827, 0.1153}
{0.8068, -3.9361, 3.9433}
|{2.8749, 4.6827, 0.1153}
{0.8068, -3.9361, 3.9433}
|{3.6983, 5.3826, -0.5196}
{0.8404, -4.4748, 1.6352}
|{3.6983, 5.3826, -0.5196}
{0.8404, -4.4748, 1.6352}
|{4.0925, 5.5349, -1.4059}
{-0.9026, -5.5282, -0.4836}
|{4.0925, 5.5349, -1.4059}
{-0.9026, -5.5282, -0.4836}
