{1.0942, 5.0829, 6.9264}
|Stopped!{1.0942, 5.0829, 6.9264}
|{-0.1925, 0.2591, 0.3252}
{1.0463, 4.5777, 6.2177}
|{-0.1925, 0.2591, 0.3252}
{1.0463, 4.5777, 6.2177}
|{-0.4844, 0.5722, 0.3007}
{0.9026, 5.9975, 8.248}
|{-0.4844, 0.5722, 0.3007}
{0.9026, 5.9975, 8.248}
|{-0.8392, 1.4649, 0.2538}
{0.6776, 5.8897, 7.853}
|{-0.8392, 1.4649, 0.2538}
{0.6776, 5.8897, 7.853}
|{-0.7294, 1.0367, 0.4552}
{-0.2418, 5.351, 5.8466}
|{-0.7294, 1.0367, 0.4552}
{-0.2418, 5.351, 5.8466}
|{-0.5899, 0.6031, 0.3721}
{-1.1205, 3.6799, 6.4907}
|{-0.5899, 0.6031, 0.3721}
{-1.1205, 3.6799, 6.4907}
|{-0.8701, 0.3922, 0.1835}
{0.6273, 1.3288, 9.6822}
|{-0.8701, 0.3922, 0.1835}
{0.6273, 1.3288, 9.6822}
|{-1.229, 0.7288, -0.0583}
{-3.5985, 1.9082, 11.0133}
|{-1.229, 0.7288, -0.0583}
{-3.5985, 1.9082, 11.0133}
|{-1.0128, 0.3709, 0.0855}
{-3.5769, 4.0175, 10.5512}
|{-1.0128, 0.3709, 0.0855}
{-3.5769, 4.0175, 10.5512}
|{-0.3321, -0.7902, 0.9612}
{1.1636, 3.2226, 9.8809}
|{-0.3321, -0.7902, 0.9612}
{1.1636, 3.2226, 9.8809}
|{0.0535, -1.1396, 1.8294}
{2.4876, 3.8475, 10.4938}
|{0.0535, -1.1396, 1.8294}
{2.4876, 3.8475, 10.4938}
|{-0.1478, -0.2906, 1.8049}
{0.3472, 3.3998, 12.0117}
|{-0.1478, -0.2906, 1.8049}
{0.3472, 3.3998, 12.0117}
|{-0.1105, 0.3837, 1.3937}
{0.0024, 2.8635, 12.3086}
|{-0.1105, 0.3837, 1.3937}
{0.0024, 2.8635, 12.3086}
|{0.4402, 0.7661, 1.318}
{-1.5395, 5.1451, 4.1156}
|{0.4402, 0.7661, 1.318}
{-1.5395, 5.1451, 4.1156}
|{0.7907, 1.6823, 1.1668}
{5.6383, 6.5457, 6.5218}
|{0.7907, 1.6823, 1.1668}
{5.6383, 6.5457, 6.5218}
|{-0.6187, 3.0607, 0.6565}
{-0.9912, 3.0574, 8.3342}
|{-0.6187, 3.0607, 0.6565}
{-0.9912, 3.0574, 8.3342}
|{-1.5241, 2.3438, -0.0125}
{-2.2505, 3.0742, 10.0916}
|{-1.5241, 2.3438, -0.0125}
{-2.2505, 3.0742, 10.0916}
|{-1.4964, 0.7352, -0.2926}
{-0.7326, 2.6169, 10.5489}
|{-1.4964, 0.7352, -0.2926}
{-0.7326, 2.6169, 10.5489}
|{-0.6197, -0.5015, -0.4556}
{0.2322, 3.8714, 1.3671}
|{-0.6197, -0.5015, -0.4556}
{0.2322, 3.8714, 1.3671}
|{0.5681, -0.9159, -0.7784}
{-3.5793, 2.806, 4.0294}
|{0.5681, -0.9159, -0.7784}
{-3.5793, 2.806, 4.0294}
|{0.1473, -1.8171, -1.6136}
{-5.5665, 2.5522, 5.3822}
|{0.1473, -1.8171, -1.6136}
{-5.5665, 2.5522, 5.3822}
|{-0.8434, -0.7476, -2.3678}
{-4.798, -0.182, 5.0685}
|{-0.8434, -0.7476, -2.3678}
{-4.798, -0.182, 5.0685}
|{-1.2472, 0.4519, -2.0887}
{-7.8123, 1.0487, 6.4979}
|{-1.2472, 0.4519, -2.0887}
{-7.8123, 1.0487, 6.4979}
|{-1.2567, 0.2697, -1.6509}
{-5.9568, -0.2658, 6.7133}
|{-1.2567, 0.2697, -1.6509}
{-5.9568, -0.2658, 6.7133}
|{-0.3385, 0.9259, -0.5142}
{-2.8635, -1.5323, 5.2289}
|{-0.3385, 0.9259, -0.5142}
{-2.8635, -1.5323, 5.2289}
|{0.6117, 3.4549, 0.1548}
{-2.8156, -2.0877, 3.5362}
|{0.6117, 3.4549, 0.1548}
{-2.8156, -2.0877, 3.5362}
|{1.4224, 5.5428, -0.1275}
{0.0646, -3.6727, -0.6776}
|{1.4224, 5.5428, -0.1275}
{0.0646, -3.6727, -0.6776}
|{2.1478, 6.5708, -0.4407}
{0.6057, -4.2114, -5.6168}
|{2.1478, 6.5708, -0.4407}
{0.6057, -4.2114, -5.6168}
|{2.2011, 7.0416, -1.0479}
{-3.5506, -6.1603, -5.6599}
|{2.2011, 7.0416, -1.0479}
{-3.5506, -6.1603, -5.6599}
|{0.9643, 7.1471, -2.0972}
{-4.0701, -5.7796, 1.0678}
|{0.9643, 7.1471, -2.0972}
{-4.0701, -5.7796, 1.0678}
|{-0.7848, 6.7966, -2.8163}
{-6.608, -8.1714, 1.9872}
|{-0.7848, 6.7966, -2.8163}
{-6.608, -8.1714, 1.9872}
|{-1.4421, 6.0616, -3.3223}
{-7.5896, -9.7324, -0.079}
|{-1.4421, 6.0616, -3.3223}
{-7.5896, -9.7324, -0.079}
|{-1.5966, 5.9145, -3.6599}
{-9.5361, -10.1107, 5.2313}
|{-1.5966, 5.9145, -3.6599}
{-9.5361, -10.1107, 5.2313}
|{-2.5937, 5.5673, -4.2693}
{-11.6717, -11.6191, 10.9511}
|{-2.5937, 5.5673, -4.2693}
{-11.6717, -11.6191, 10.9511}
|{-3.4096, 4.6298, -4.8435}
{-13.9582, -11.3892, 7.4077}
|{-3.4096, 4.6298, -4.8435}
{-13.9582, -11.3892, 7.4077}
|{-2.9047, 4.9377, -5.2685}
{-19.2542, -11.7914, 7.5561}
|{-2.9047, 4.9377, -5.2685}
{-19.2542, -11.7914, 7.5561}
|{-2.4946, 4.9931, -5.7734}
{-19.6127, -11.4443, 10.4028}
|{-2.4946, 4.9931, -5.7734}
{-19.6127, -11.4443, 10.4028}
|{-2.8003, 3.0756, -6.0653}
{-19.6127, -10.7021, 9.5553}
|{-2.8003, 3.0756, -6.0653}
{-19.6127, -10.7021, 9.5553}
|{-2.7343, 0.6127, -5.831}
{-19.6127, -9.4763, 7.8195}
|{-2.7343, 0.6127, -5.831}
{-19.6127, -9.4763, 7.8195}
|{-2.4743, -0.5708, -5.3985}
{-19.6127, -8.6048, 10.1778}
|{-2.4743, -0.5708, -5.3985}
{-19.6127, -8.6048, 10.1778}
|{-2.6267, -1.8768, -4.6837}
{-19.6127, -8.1594, 12.0907}
|{-2.6267, -1.8768, -4.6837}
{-19.6127, -8.1594, 12.0907}
|{-2.6533, -3.3511, -3.7441}
{-19.6127, -8.5665, 10.7667}
|{-2.6533, -3.3511, -3.7441}
{-19.6127, -8.5665, 10.7667}
|{-2.2954, -4.3876, -2.975}
{-17.7243, -8.3007, 6.1052}
|{-2.2954, -4.3876, -2.975}
{-17.7243, -8.3007, 6.1052}
|{-1.701, -4.5123, -2.5222}
{-18.9884, -1.8268, -7.853}
|{-1.701, -4.5123, -2.5222}
{-18.9884, -1.8268, -7.853}
|{-0.918, -1.9088, -2.2666}
{-16.3165, -3.1149, -16.8935}
|{-0.918, -1.9088, -2.2666}
{-16.3165, -3.1149, -16.8935}
|{0.5681, -0.5836, -1.4037}
{-9.2608, -6.3422, -4.1013}
|{0.5681, -0.5836, -1.4037}
{-9.2608, -6.3422, -4.1013}
|{-0.4706, -0.3311, -0.1361}
