{0.079, 3.5195, 9.2201}
|Stopped!{0.079, 3.5195, 9.2201}
|{-0.3263, 0.3675, 0.5747}
{-0.5148, 4.0103, 8.339}
|{-0.3263, 0.3675, 0.5747}
{-0.5148, 4.0103, 8.339}
|{-0.2059, 0.6541, 0.7313}
{1.8028, 2.5714, 8.5114}
|{-0.2059, 0.6541, 0.7313}
{1.8028, 2.5714, 8.5114}
|{0.1318, 1.8994, 0.6343}
{1.4269, 2.1955, 8.7532}
|{0.1318, 1.8994, 0.6343}
{1.4269, 2.1955, 8.7532}
|{0.6506, 3.1383, 0.5086}
{-0.7422, 3.6512, 7.2712}
|{0.6506, 3.1383, 0.5086}
{-0.7422, 3.6512, 7.2712}
|{1.4751, 2.873, 0.3989}
{-4.8291, 5.3295, 6.2345}
|{1.4751, 2.873, 0.3989}
{-4.8291, 5.3295, 6.2345}
|{1.3164, 0.6328, 0.5054}
{-4.1635, 5.0374, 5.9927}
|{1.3164, 0.6328, 0.5054}
{-4.1635, 5.0374, 5.9927}
|{-1.1614, -1.0599, 0.4032}
{-3.541, 6.5338, 7.5178}
|{-1.1614, -1.0599, 0.4032}
{-3.541, 6.5338, 7.5178}
|{-2.4568, -0.7233, 0.1741}
{-3.2705, 6.6511, 10.1203}
|{-2.4568, -0.7233, 0.1741}
{-3.2705, 6.6511, 10.1203}
|{-1.5407, -1.2208, 0.139}
{-2.8347, 4.4939, 9.7971}
|{-1.5407, -1.2208, 0.139}
{-2.8347, 4.4939, 9.7971}
|{-0.8877, -2.0432, 0.2679}
{-1.8651, 4.1587, 10.999}
|{-0.8877, -2.0432, 0.2679}
{-1.8651, 4.1587, 10.999}
|{-0.7449, -1.6181, 0.1038}
{-2.0614, 4.3072, 11.2384}
|{-0.7449, -1.6181, 0.1038}
{-2.0614, 4.3072, 11.2384}
|{-0.4903, -1.0067, -0.187}
{-1.731, 5.035, 9.9742}
|{-0.4903, -1.0067, -0.187}
{-1.731, 5.035, 9.9742}
|{-0.0557, -0.9076, -0.318}
{-0.7949, 4.7046, 9.3326}
|{-0.0557, -0.9076, -0.318}
{-0.7949, 4.7046, 9.3326}
|{0.1872, -1.2176, -0.35}
{-0.7542, 4.6831, 9.3541}
|{0.1872, -1.2176, -0.35}
{-0.7542, 4.6831, 9.3541}
|{0.1329, -1.1228, -0.4554}
{-0.5243, 3.8116, 9.6438}
|{0.1329, -1.1228, -0.4554}
{-0.5243, 3.8116, 9.6438}
|{0.1393, -0.7041, -0.4416}
{-0.3136, 3.6081, 9.0214}
|{0.1393, -0.7041, -0.4416}
{-0.3136, 3.6081, 9.0214}
|{0.3225, -0.4186, -0.3436}
{0.3591, 2.7509, 7.9871}
|{0.3225, -0.4186, -0.3436}
{0.3591, 2.7509, 7.9871}
|{0.3992, -0.2205, -0.3564}
{3.5003, 0.8404, 7.9535}
|{0.3992, -0.2205, -0.3564}
{3.5003, 0.8404, 7.9535}
|{0.1211, 0.2642, -0.3297}
{3.7326, -0.1963, 8.0469}
|{0.1211, 0.2642, -0.3297}
{3.7326, -0.1963, 8.0469}
|{-0.094, 1.0258, -0.3276}
{4.4915, 0.2634, 4.8961}
|{-0.094, 1.0258, -0.3276}
{4.4915, 0.2634, 4.8961}
|{-0.3359, 1.1547, -0.3191}
{10.2352, -0.3112, 1.7526}
|{-0.3359, 1.1547, -0.3191}
{10.2352, -0.3112, 1.7526}
|{-1.1082, 1.8269, -0.285}
{1.6161, -4.3886, 4.4867}
|{-1.1082, 1.8269, -0.285}
{1.6161, -4.3886, 4.4867}
|{-2.492, 3.0232, -1.0722}
{5.1858, -11.6334, 16.5727}
|{-2.492, 3.0232, -1.0722}
{5.1858, -11.6334, 16.5727}
|{-3.3846, 3.3939, -1.5985}
{6.2297, -8.0086, 5.8083}
|{-3.3846, 3.3939, -1.5985}
{6.2297, -8.0086, 5.8083}
|{-1.71, 2.6312, -2.0235}
{3.8595, -4.8961, -3.6081}
|{-1.71, 2.6312, -2.0235}
{3.8595, -4.8961, -3.6081}
|{-0.2272, 1.3923, -2.4858}
{-0.2131, -6.5721, -0.3496}
|{-0.2272, 1.3923, -2.4858}
{-0.2131, -6.5721, -0.3496}
|{-1.2925, 0.2269, -2.9535}
{-5.4731, -7.3191, 2.7797}
|{-1.2925, 0.2269, -2.9535}
{-5.4731, -7.3191, 2.7797}
|{-2.3119, -2.0038, -2.7916}
{-8.7891, -7.2113, 8.9328}
|{-2.3119, -2.0038, -2.7916}
{-8.7891, -7.2113, 8.9328}
|{-2.8733, -5.011, -1.7007}
{-5.5162, -4.5777, 16.4649}
|{-2.8733, -5.011, -1.7007}
{-5.5162, -4.5777, 16.4649}
|{-3.3708, -6.0102, -0.4544}
{-3.0718, -4.6256, 19.5798}
|{-3.3708, -6.0102, -0.4544}
{-3.0718, -4.6256, 19.5798}
|{-3.4486, -4.2323, -0.5854}
{-8.6263, -6.1746, 17.0754}
|{-3.4486, -4.2323, -0.5854}
{-8.6263, -6.1746, 17.0754}
|{-3.2472, -1.4807, -1.8637}
{-11.6669, -7.4723, 11.1761}
|{-3.2472, -1.4807, -1.8637}
{-11.6669, -7.4723, 11.1761}
|{-3.0778, 1.2836, -2.7585}
{-12.9838, -9.177, 5.9927}
|{-3.0778, 1.2836, -2.7585}
{-12.9838, -9.177, 5.9927}
|{-3.4411, 4.1993, -3.3061}
{-18.1026, -10.489, 5.2409}
|{-3.4411, 4.1993, -3.3061}
{-18.1026, -10.489, 5.2409}
|{-4.631, 7.3557, -3.778}
{-19.6127, -11.5688, 5.3247}
|{-4.631, 7.3557, -3.778}
{-19.6127, -11.5688, 5.3247}
|{-5.7676, 10.1839, -3.9964}
{-19.6127, -12.9024, 5.9592}
|{-5.7676, 10.1839, -3.9964}
{-19.6127, -12.9024, 5.9592}
|{-6.0244, 11.6093, -3.7876}
{-19.6127, -14.2383, 4.3455}
|{-6.0244, 11.6093, -3.7876}
{-19.6127, -14.2383, 4.3455}
|{-5.5471, 11.0479, -2.7351}
{-15.7491, -11.7531, 4.5322}
|{-5.5471, 11.0479, -2.7351}
{-15.7491, -11.7531, 4.5322}
|{-4.9144, 8.9184, -1.0893}
{-11.7076, -7.8865, 3.0765}
|{-4.9144, 8.9184, -1.0893}
{-11.7076, -7.8865, 3.0765}
|{-4.3391, 7.3056, -0.1923}
{-10.7117, -7.6375, -0.0359}
|{-4.3391, 7.3056, -0.1923}
{-10.7117, -7.6375, -0.0359}
|{-3.7841, 6.9221, -0.2988}
{-11.2408, -8.1235, -4.5538}
|{-3.7841, 6.9221, -0.2988}
