{-1.1372, 8.0086, 6.0071}
|Stopped!{-1.1372, 8.0086, 6.0071}
|{0.0533, -0.3144, -0.1174}
{-1.2091, 7.6614, 5.7844}
|{0.0533, -0.3144, -0.1174}
{-1.2091, 7.6614, 5.7844}
|{0.065, -0.2217, -0.0812}
{-1.1253, 8.0541, 5.1475}
|{0.065, -0.2217, -0.0812}
{-1.1253, 8.0541, 5.1475}
|{0.016, 0.0542, -0.0024}
{-0.9481, 8.2049, 5.284}
|{0.016, 0.0542, -0.0024}
{-0.9481, 8.2049, 5.284}
|{-0.0085, 0.0723, 0.0445}
{-0.8308, 8.0182, 5.4516}
|{-0.0085, 0.0723, 0.0445}
{-0.8308, 8.0182, 5.4516}
|{0.0299, -0.0598, 0.0296}
{-1.0534, 8.0685, 5.6144}
|{0.0299, -0.0598, 0.0296}
{-1.0534, 8.0685, 5.6144}
|{0.0288, -0.0694, -0.0077}
{-1.2929, 7.9871, 5.6383}
|{0.0288, -0.0694, -0.0077}
{-1.2929, 7.9871, 5.6383}
|{0.0033, 0.0062, -0.0376}
{-1.2498, 7.9655, 5.4731}
|{0.0033, 0.0062, -0.0376}
{-1.2498, 7.9655, 5.4731}
|{0.0267, 0.0137, -0.0248}
{-1.0942, 8.0421, 5.4348}
|{0.0267, 0.0137, -0.0248}
{-1.0942, 8.0421, 5.4348}
|{0.0555, -0.0556, 0.0072}
{-1.0894, 8.0086, 5.6048}
|{0.0555, -0.0556, 0.0072}
{-1.0894, 8.0086, 5.6048}
|{0.0469, -0.0758, 0.0232}
{-0.8499, 8.181, 5.2385}
|{0.0469, -0.0758, 0.0232}
{-0.8499, 8.181, 5.2385}
|{0.0512, -0.0289, 0.036}
{-0.5938, 8.3007, 5.272}
|{0.0512, -0.0289, 0.036}
{-0.5938, 8.3007, 5.272}
|{0.0395, -0.0193, 0.0274}
{-1.0223, 8.1523, 5.5689}
|{0.0395, -0.0193, 0.0274}
{-1.0223, 8.1523, 5.5689}
|{0.0086, -0.0119, -0.0386}
{-1.1564, 7.9487, 5.3846}
|{0.0086, -0.0119, -0.0386}
{-1.1564, 7.9487, 5.3846}
|{0.0182, -0.0108, -0.061}
{-1.0343, 7.9392, 5.3343}
|{0.0182, -0.0108, -0.061}
{-1.0343, 7.9392, 5.3343}
|{0.048, -0.0364, -0.0194}
{-0.7805, 8.0278, 5.1715}
|{0.048, -0.0364, -0.0194}
{-0.7805, 8.0278, 5.1715}
|{0.0501, -0.0236, 0.0349}
{-0.2753, 8.1163, 4.6735}
|{0.0501, -0.0236, 0.0349}
{-0.2753, 8.1163, 4.6735}
|{0.0416, 0.0062, 0.0306}
{0.0335, 8.1523, 4.5466}
|{0.0416, 0.0062, 0.0306}
{0.0335, 8.1523, 4.5466}
|{0.0097, -0.0513, -0.0567}
{0.2155, 7.5657, 4.3742}
|{0.0097, -0.0513, -0.0567}
{0.2155, 7.5657, 4.3742}
|{-0.1171, 0.0371, -0.2474}
{0.431, 6.9695, 4.1324}
|{-0.1171, 0.0371, -0.2474}
{0.431, 6.9695, 4.1324}
|{-0.4974, 0.7402, -0.5404}
{1.391, 7.0749, 3.3734}
|{-0.4974, 0.7402, -0.5404}
{1.391, 7.0749, 3.3734}
|{-1.1771, 1.977, -0.9611}
{0.8763, 6.347, 3.0143}
|{-1.1771, 1.977, -0.9611}
{0.8763, 6.347, 3.0143}
|{-2.0634, 3.3789, -1.5875}
{-1.0846, 5.1236, 6.0765}
|{-2.0634, 3.3789, -1.5875}
{-1.0846, 5.1236, 6.0765}
|{-2.8335, 4.1096, -2.1532}
{-2.2984, 4.0462, 7.173}
|{-2.8335, 4.1096, -2.1532}
{-2.2984, 4.0462, 7.173}
|{-2.8229, 3.7538, -2.347}
{-3.2777, 3.3878, 6.3015}
|{-2.8229, 3.7538, -2.347}
{-3.2777, 3.3878, 6.3015}
|{-2.3073, 2.99, -2.3939}
{-3.6799, 1.4605, 5.6862}
|{-2.3073, 2.99, -2.3939}
{-3.6799, 1.4605, 5.6862}
|{-2.0612, 2.3722, -2.411}
{-3.8211, 2.8922, 6.4739}
|{-2.0612, 2.3722, -2.411}
{-3.8211, 2.8922, 6.4739}
|{-2.0037, 1.863, -2.0104}
{-4.7262, 3.6919, 6.1699}
|{-2.0037, 1.863, -2.0104}
{-4.7262, 3.6919, 6.1699}
|{-1.7086, 1.2899, -1.4693}
{-4.2449, 3.2801, 5.7221}
|{-1.7086, 1.2899, -1.4693}
{-4.2449, 3.2801, 5.7221}
|{-1.3422, 0.7349, -1.2243}
{-4.9967, 2.8706, 6.0717}
|{-1.3422, 0.7349, -1.2243}
{-4.9967, 2.8706, 6.0717}
|{-1.0119, 0.1777, -1.1188}
{-5.8538, 2.8228, 5.9927}
|{-1.0119, 0.1777, -1.1188}
{-5.8538, 2.8228, 5.9927}
|{-0.589, -0.3208, -0.9643}
{-6.7253, 2.8563, 6.4811}
|{-0.589, -0.3208, -0.9643}
{-6.7253, 2.8563, 6.4811}
|{-0.0191, -0.9802, -0.6586}
{-7.3957, 2.8922, 5.1643}
|{-0.0191, -0.9802, -0.6586}
{-7.3957, 2.8922, 5.1643}
|{0.6925, -1.874, -0.2783}
{-6.9552, 2.7653, 2.6217}
|{0.6925, -1.874, -0.2783}
{-6.9552, 2.7653, 2.6217}
|{1.0984, -2.7432, 0.1073}
{-7.604, 3.6248, 2.7438}
|{1.0984, -2.7432, 0.1073}
{-7.604, 3.6248, 2.7438}
|{0.8182, -3.3643, 0.2991}
{-6.766, 3.7517, 3.8259}
|{0.8182, -3.3643, 0.2991}
{-6.766, 3.7517, 3.8259}
|{0.4219, -3.3781, 0.6378}
{-7.8458, 4.13, 6.1292}
|{0.4219, -3.3781, 0.6378}
{-7.8458, 4.13, 6.1292}
|{0.3037, -4.2378, 0.8306}
{-8.2289, 2.7605, 9.7659}
|{0.3037, -4.2378, 0.8306}
{-8.2289, 2.7605, 9.7659}
|{0.3633, -5.253, 0.6794}
{-9.3996, 0.4693, 7.8386}
|{0.3633, -5.253, 0.6794}
{-9.3996, 0.4693, 7.8386}
|{-0.1533, -3.5123, 0.5313}
{-11.4754, 1.5514, 9.0908}
|{-0.1533, -3.5123, 0.5313}
{-11.4754, 1.5514, 9.0908}
|{-1.1909, -1.1166, 0.8818}
{-10.1083, 2.083, 13.963}
|{-1.1909, -1.1166, 0.8818}
{-10.1083, 2.083, 13.963}
|{-2.0751, 0.2544, 1.4357}
{-8.1259, 2.0399, 14.3939}
